Principle#,Principle Description,Warehouse#,Warehouse Description,Location#,Location Description,Item#,Item Description,Size,OnHand,OnSales,OnHand Base,OnSales Base,Stock Value OnHand,Stock Value OnSales,Tonnage,WAS,SWC,Age of Goods
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,FAC800404,IMP SKIN BARRIER MOISTURIZING GEL (1001) 50ML (1X72),,     0.  50.  0. 0 ,     0.  50.  0. 0 ,50,50,"1,962,939","1,962,939",0,0.003,17,136
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,FAC800169,IMP ACNE SPOT TREATMENT (1001) 12GR (1X144),,     0.  22.  0. 0 ,     0.  22.  0. 0 ,22,22,"346,054","346,054",0,0.019,1,8
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,FAC800015,IMP SUNSCREEN (4050) PERFECT SHIELD SPF 40 50ML (1X144),,     0.  97.  0. 0 ,     0.  97.  0. 0 ,97,97,"2,129,740","2,129,740",0,0.000,0,2910
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,FAC715000,IMP SERUM (1061) 24K GOLD 20ML (1X72),,     1.  71.  0. 0 ,     1.  71.  0. 0 ,143,143,"2,717,965","2,717,965",0,0.055,3,18
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,FAC605009,IMP SERUM (1041) PEELING 20ML (1X72),,    10.   2.  0. 0 ,    10.   2.  0. 0 ,722,722,"13,722,874","13,722,874",0,0.062,12,81
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,FAC3800015,IMP SUNSCREEN (4050) PERFECT SHIELD SPF 40 50+10ML (1X48),,   139.  13.  0. 0 ,   139.  11.  0. 0 ,"6,685","6,683","146,776,261","146,732,349",0,12.046,11,74
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,FAC318001,IMP SERUM (1021) MIDNIGHT 20ML (1X72),,     5.   0.  0. 0 ,     5.   0.  0. 0 ,360,360,"6,842,430","6,842,430",0,0.009,40,284
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,FAC209005,IMP SERUM (1091) BIRDNEST SKIN NOURISH 20ML (1X72),,     2.  19.  0. 0 ,     2.  19.  0. 0 ,163,163,"3,098,100","3,098,100",0,0.001,163,815
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,FAC202009,IMP SERUM (1011) LUMINOUS BRIGHTENING 20ML (1X72),,    11.  60.  0. 0 ,    11.  60.  0. 0 ,852,852,"16,193,751","16,193,751",0,1.043,7,51
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,FAC201002,IMP SERUM (1081) BAKUCHIOL 20ML (1X72),,     0.   4.  0. 0 ,     0.   4.  0. 0 ,4,4,"76,027","76,027",0,0.001,4,40
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,FAC119008,IMP SERUM (1031) ACNE 20ML (1X72),,    24.   2.  0. 0 ,    24.   2.  0. 0 ,"1,730","1,730","32,881,678","32,881,678",0,0.055,31,218
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,FAC000196,IMP CHEEK BLOSM BLUSH ON (1004) SWEET SALMON 3.5GR (1X432),,     3. 346.  0. 0 ,     3. 346.  0. 0 ,"1,642","1,642","18,833,067","18,833,067",0,0.232,7,49
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,FAC000042,IMP CHEEK BLOSM BLUSH ON (1003) DUSTY ROSE 3.5GR (1X432),,     0. 331.  0. 0 ,     0. 331.  0. 0 ,331,331,"3,796,434","3,796,434",0,0.238,1,10
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,EYE921000,IMP EYESHADOW (7001) 8 COL SUMMER 16.2GR (1X288),,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"19,007","19,007",0,0.009,0,1
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,EYE902036,IMP (203) SOFT EB PENCIL BROWN 2.5GR (1X1728),,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"3,408","3,408",0,0.078,0,0
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,EYE802170,IMP URBAN EYESHADOW PALETTE AFTERGLOW 6X1.1GR (1X216),,     1. 136.  0. 0 ,     1. 135.  0. 0 ,352,351,"8,536,000","8,511,750",0,0.104,3,23
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,EYE802163,IMP URBAN EYESHADOW PALETTE AFTERGLAM 6X1.1GR (1X216),,     7.  85.  0. 0 ,     7.  84.  0. 0 ,"1,597","1,596","38,727,250","38,703,000",0,0.060,27,184
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,EYE800824,IMP WOW BROW POMADE DARK GREY 2.5GR (1X288),,     1. 109.  0. 0 ,     1. 109.  0. 0 ,397,397,"5,724,311","5,724,311",0,0.056,7,49
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,EYE800619,IMP D2D SR BROW POP TAUPE 0.08GR (1X432),,     2. 187.  0. 0 ,     2. 187.  0. 0 ,"1,051","1,051","11,021,301","11,021,301",0,0.064,16,113
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,EYE800602,IMP D2D SR BROW POP MED BROWN 0.08GR (1X432),,     2. 299.  0. 0 ,     2. 299.  0. 0 ,"1,163","1,163","12,195,788","12,195,788",0,0.097,12,83
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,EYE669047,IMP EYESHADOW (7669D) 13 COLOUR (1X288),,     2. 121.  0. 0 ,     2. 119.  0. 0 ,697,695,"10,872,259","10,841,062",0,0.034,21,143
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,EYE669022,IMP EYESHADOW (7669B) 12 COLOUR 24GR (1X288),,     0.  71.  0. 0 ,     0.  71.  0. 0 ,71,71,"1,107,504","1,107,504",0,0.061,1,8
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,EYE401001,IMP EYESHADOW PAL (1001) DAWN 10.8G (1X192),,     1.  26.  0. 0 ,     1.  26.  0. 0 ,218,218,"6,000,893","6,000,893",0,0.030,7,50
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,EYE023003,IMP EYESHADOW PAL (1004) TWILIGHT 10.8G (1X192),,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"27,527","27,527",0,0.012,0,1
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,EYE007008,IMP (006) EYE PENCIL GREY BROWN 2.5GR (1X1728),,     8. 729.  0. 0 ,     8. 729.  0. 0 ,"14,553","14,553","57,228,654","57,228,654",0,0.596,24,169
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,EYE002004,IMP EYESHADOW (7602) 10 COLOUR 11GR (1X288),,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"15,599","15,599",0,0.044,0,0
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,EYE002003,IMP EYE PENCIL BROWN 2.5GR (1X1728),,    16. 503.  0. 0 ,    16. 491.  0. 0 ,"28,151","28,139","110,701,837","110,654,648",0,1.122,10,66
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,EYE001006,IMP EYE PENCIL BLACK 2.5GR (1X1728),,    16. 436.  0. 0 ,    16. 424.  0. 0 ,"28,084","28,072","110,438,364","110,391,175",0,1.101,10,71
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,BOD920025,IMP IB BODY LOTION STARGAZE 300ML (1X24),,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"24,840","24,840",0,.,0,0
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,BOD800398,IMP MILKY LTN SERUM (2058) COCONUT 50GR (1X72),,     0.  27.  0. 0 ,     0.  27.  0. 0 ,27,27,"185,807","185,807",0,.,0,0
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,BOD800381,IMP MILKY LTN SERUM (2057) ALMOND 50GR (1X72),,     0.  23.  0. 0 ,     0.  23.  0. 0 ,23,23,"158,280","158,280",0,.,0,0
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,BOD800367,IMP MILKY LTN SERUM (2053) CHERRY 50GR (1X72),,     0.   8.  0. 0 ,     0.   8.  0. 0 ,8,8,"55,054","55,054",0,0.000,0,240
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,BOD800343,IMP MILKY LTN SERUM (2051) BANANA 50GR (1X72),,     0.  35.  0. 0 ,     0.  35.  0. 0 ,35,35,"240,861","240,861",0,.,0,0
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,BOD800336,IMP MILKY LTN SERUM (2055) MELON 50GR (1X72),,     0.  45.  0. 0 ,     0.  45.  0. 0 ,45,45,"309,679","309,679",0,0.000,0,675
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,BOD800329,IMP MILKY LTN SERUM (2056) STRAWBERRY 50GR (1X72),,     0.  42.  0. 0 ,     0.  42.  0. 0 ,42,42,"289,034","289,034",0,0.000,0,630
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,BOD401024,IMP IB BODY LOTION DAZZLING 300ML (1X24),,     0.   2.  0. 0 ,     0.   2.  0. 0 ,2,2,"49,680","49,680",0,.,0,0
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,BOD308139,IMP MILKY LTN SERUM 60ML CHERRY (1X144),,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"6,226","6,226",0,0.002,1,4
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,BOD305131,IMP MILKY LTN SERUM 60ML MELON (1X144),,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"6,226","6,226",0,0.003,0,2
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,BOD218023,IMP IB BODY LOTION BREEZE 300ML (1X24),,     0.   3.  0. 0 ,     0.   3.  0. 0 ,3,3,"74,520","74,520",0,.,0,0
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,BOD212137,IMP MILKY LTN SERUM (2102) BLUEBERRY 100ML (1X72),,     0.   3.  0. 0 ,     0.   3.  0. 0 ,3,3,"22,612","22,612",0,.,0,0
136,PT. IMPLORA SUKSES ABADI,201001,GUDANG UTAMA,201R01,RAK UTAMA,BOD212132,IMP MILKY LTN SERUM 60ML BLUEBERRY (1X144),,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"6,226","6,226",0,0.001,1,10
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,SIT-VGC30,SCORA SHEER GLOW TONE UP CREAM 30 ML (1X48),,    23.  12.  0. 0 ,    23.  12.  0. 0 ,"1,116","1,116","26,462,268","26,462,268",0,1.008,20,137
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,SIT-TUCHY-030,SCORA HONEY GLOW TONE UP CREAM 30 (1X48),,    75.  24.  0. 0 ,    75.  24.  0. 0 ,"3,624","3,624","85,931,237","85,931,237",0,0.035,104,711
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,SIT-PMT80,SCORA PHYTOBRIGHT MILKY TONER 80 ML (1X48),,    16.   7.  0. 0 ,    16.   7.  0. 0 ,775,775,"14,466,669","14,466,669",0,0.025,31,213
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,SIT-PMGEL40,2.5 D-PANTHENOL BARRIER SHIELD MOISTURIZER 40ML (1X48),,     5.  31.  0. 0 ,     5.  31.  0. 0 ,271,271,"7,011,819","7,011,819",0,0.019,14,98
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,SIT-HGL100,SCORA 5 NCINMD HDRMST G W ALP ARBTN  PNTHNL 100 ML (1X12),,    39.   9.  0. 0 ,    39.   9.  0. 0 ,477,477,"22,345,947","22,345,947",0,0.000,0,14310
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,SIT-GMW100,SCORA GENTLE AND SOOTHE MICELLAR CLEANSING WTR 100ML (1X40),,    45.  35.  0. 0 ,    45.  35.  0. 0 ,"1,835","1,835","26,318,194","26,318,194",0,1.003,43,298
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,SIT-FWS100,SALICYLIC ACID GENTLE LOW PH CLEANSER 100ML (1X36),,    44.  27.  0. 0 ,    44.  27.  0. 0 ,"1,611","1,611","45,049,940","45,049,940",0,0.021,77,543
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,SIT-FWP100,D-PANTHENOL GENTLE LOW PH CLEANSER 100ML (1X36),,   118.   1.  0. 0 ,   118.   1.  0. 0 ,"4,249","4,249","118,818,866","118,818,866",0,0.007,607,4112
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-LT006-010,GLAMERA HYDRA-TINT LIP STAIN 06 GOLDEN CARAMEL,,    13.  27.  0. 0 ,    13.  27.  0. 0 ,963,963,"16,592,230","16,592,230",0,0.003,321,2408
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-LT005-010,GLAMERA HYDRA-TINT LIP STAIN 05 CORALINE,,    13.  27.  0. 0 ,    13.  27.  0. 0 ,963,963,"16,592,230","16,592,230",0,0.003,321,2408
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-LT004-010,GLAMERA HYDRA-TINT LIP STAIN 04 BERRYBREEZE,,    13.  27.  0. 0 ,    13.  27.  0. 0 ,963,963,"16,592,230","16,592,230",0,0.003,321,2408
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-LT003-010,GLAMERA HYDRA-TINT LIP STAIN 03 PINKERABLE,,    13.  27.  0. 0 ,    13.  27.  0. 0 ,963,963,"16,592,230","16,592,230",0,0.003,321,2408
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-LT002-010,GLAMERA HYDRA-TINT LIP STAIN 02 HAVANUDE,,    13.  27.  0. 0 ,    13.  27.  0. 0 ,963,963,"16,592,230","16,592,230",0,0.003,321,2408
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-LT001-010,GLAMERA HYDRA-TINT LIP STAIN 01 RED ALERT,,    13.  27.  0. 0 ,    13.  27.  0. 0 ,963,963,"16,592,230","16,592,230",0,0.003,321,2408
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-LCM09-003,GLAMERA HYDRA-MATTE LIP CREAM 09 TERRACOAT,,    13.  42.  0. 0 ,    13.  42.  0. 0 ,978,978,"17,511,491","17,511,491",0,0.002,489,3668
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-LCM08-003,GLAMERA HYDRA-MATTE LIP CREAM 08 TANGERINE,,    13.  30.  0. 0 ,    13.  30.  0. 0 ,966,966,"17,296,626","17,296,626",0,0.003,322,2415
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-LCM07-003,GLAMERA HYDRA-MATTE LIP CREAM 07 ROSIE,,    13.  42.  0. 0 ,    13.  42.  0. 0 ,978,978,"17,511,491","17,511,491",0,0.002,489,3668
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-LCM06-003,GLAMERA HYDRA-MATTE LIP CREAM 06 BERRY ON,,    13.  42.  0. 0 ,    13.  42.  0. 0 ,978,978,"17,511,491","17,511,491",0,0.002,489,3668
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-LCM05-003,GLAMERA HYDRA-MATTE LIP CREAM 05 PINK DIVA,,    13.  30.  0. 0 ,    13.  30.  0. 0 ,966,966,"17,296,626","17,296,626",0,0.003,322,2415
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-LCM04-003,GLAMERA HYDRA-MATTE LIP CREAM 04 BARELUXE,,    13.  42.  0. 0 ,    13.  42.  0. 0 ,978,978,"17,511,491","17,511,491",0,0.002,489,3668
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-LCM03-003,GLAMERA HYDRA-MATTE LIP CREAM 03 NUDETRAL,,    13.  30.  0. 0 ,    13.  30.  0. 0 ,966,966,"17,296,626","17,296,626",0,0.003,322,2415
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-LCM02-003,GLAMERA HYDRA-MATTE LIP CREAM 02 ROYAL,,    13.  30.  0. 0 ,    13.  30.  0. 0 ,966,966,"17,296,626","17,296,626",0,0.003,322,2415
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-LCM01-003,GLAMERA HYDRA-MATTE LIP CREAM 01 ROUGE,,    13.  30.  0. 0 ,    13.  30.  0. 0 ,966,966,"17,296,626","17,296,626",0,0.003,322,2415
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-CHWB4-013,GLAMERA COVERLASTING SATIN CUSHION - 04 WARM BEIGE,,     8.   6.  0. 0 ,     8.   6.  0. 0 ,390,390,"19,210,136","19,210,136",0,0.003,130,975
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-CHVO2-013,GLAMERA COVERLASTING SATIN CUSHION - 02 IVORY,,     8.   6.  0. 0 ,     8.   6.  0. 0 ,390,390,"19,210,136","19,210,136",0,0.003,130,975
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-CHNS6-013,GLAMERA COVERLASTING SATIN CUSHION - 06 NEUTRAL SAND,,     8.  18.  0. 0 ,     8.  18.  0. 0 ,402,402,"19,801,218","19,801,218",0,0.002,201,1508
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-CHNB5-013,GLAMERA COVERLASTING SATIN CUSHION - 05 NEUTRAL BEIGE,,     8.  18.  0. 0 ,     8.  18.  0. 0 ,402,402,"19,801,218","19,801,218",0,0.002,201,1508
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-CHLV1-013,GLAMERA COVERLASTING SATIN CUSHION - 01 LIGHT IVORY,,     8.   6.  0. 0 ,     8.   6.  0. 0 ,390,390,"19,210,136","19,210,136",0,0.003,130,975
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,GIT-CHCB3-013,GLAMERA COVERLASTING SATIN CUSHION - 03 COOL BEIGE,,     8.   6.  0. 0 ,     8.   6.  0. 0 ,390,390,"19,210,136","19,210,136",0,0.003,130,975
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,FIT-SS100A,TRIPLE CARE SUNSCREEN SPF 40 PA+++ 100ML OILY ACNE (1X100),,     0.  19.  0. 0 ,     0.  19.  0. 0 ,19,19,"1,948,048","1,948,048",0,0.004,5,32
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,FIT-SRCBS-015,FACETOLOGY TRIPLE C CYSTEAMINE B INFUSED SERUM 15 ML (1X48),,     0.   4.  0. 0 ,     0.   4.  0. 0 ,4,4,"149,946","149,946",0,0.005,1,5
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,FIT-PS20,TRIPLE CARE 135 TTL ACID PRPL RGR PEEL TRTMNT 20ML (1X36),,    13.  31.  0. 0 ,    13.  31.  0. 0 ,499,499,"12,306,418","12,306,418",0,0.006,83,535
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,FIT-PBB5,TRIPLE CARE 5 PANTHENOL BARRIER BOOST GEL (1X48),,     7.   8.  0. 0 ,     7.   8.  0. 0 ,344,344,"8,710,018","8,710,018",0,3.020,2,15
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,FIT-MW100,TRIPLE CARE HYDRA CLEANSE MICELLAR WATER 100ML (1X36),,     5.  17.  0. 0 ,     5.  17.  0. 0 ,197,197,"3,692,418","3,692,418",0,0.017,12,81
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,FIT-FSA100,FACETOLOGY FACIAL WASH ACNE 100 ML (1X12),,     1.   7.  0. 0 ,     1.   7.  0. 0 ,19,19,"724,739","724,739",0,1.000,2,11
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,FIT-BBC5,TRIPLE CARE CERAMOIST B5 BARRIER BOOST CREAM (1X48),,     6.  35.  0. 0 ,     6.  35.  0. 0 ,323,323,"12,214,348","12,214,348",0,0.000,0,4845
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,DEO-PWR60,DEOXIDE POWER+ ANTIPERSPIRANT DEODORANT ROLL ON (1X48),,    37.  41.  0. 0 ,    37.  41.  0. 0 ,"1,817","1,817","50,785,968","50,785,968",0,0.017,107,717
137,PT ORE INTERNATIONAL DISTRIBUTION,201001,GUDANG UTAMA,201R01,RAK UTAMA,DEO-BPP60,DEOXIDE BRIGHT+ ANTIPERSPIRANT DEODORANT ROLL ON (1X48),,    42.  12.  0. 0 ,    42.  12.  0. 0 ,"2,028","2,028","56,683,513","56,683,513",0,0.018,113,761
