Principle#,Principle Description,Warehouse#,Warehouse Description,Location#,Location Description,Item#,Item Description,Size,OnHand,OnSales,OnHand Base,OnSales Base,Stock Value OnHand,Stock Value OnSales,Tonnage,WAS,SWC,Age of Goods
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,R2003120,MINI SOFTPACK MONTISS 120 S (1X96),,    46.  28.  0. 0 ,    46.  28.  0. 0 ,"4,444","4,444","9,803,464","9,803,464",0,2.081,16,113
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,R2003051,TRAVEL PACK MONTISS FLOWERS 50 S (1X96),,    87.  56.  0. 0 ,    86.  71.  0. 0 ,"8,408","8,327","10,634,102","10,531,657",0,14.005,6,43
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,K2001325,KITCHEN TOWEL ROLL MONTISS 80 S (1X16),,    50.   2.  0. 0 ,    50.   2.  0. 0 ,802,802,"5,479,569","5,479,569",0,1.010,31,215
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,J2001100,JUMBO PACK MONTISS RED 1100GR (1X12),,   304.   8.  0. 0 ,   304.   8.  0. 0 ,"3,656","3,656","83,455,512","83,455,512",0,78.008,4,27
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,C2002200,COMPACT INTERFOLD MONTISS 200 S R1 (1X48),,     8.  17.  0. 0 ,     6.   5.  0. 0 ,401,293,"1,264,722","924,099",0,0.040,10,70
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,439727,QTELA SINGKONG 125 GR AYAM LADA HITAM (1X20),,   138.   0.  0. 0 ,   138.   0.  0. 0 ,"2,760","2,760","22,520,220","22,520,220",0,5.014,24,168
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,439726,QTELA SINGKONG 125 G RUMPUT LAUT (1X20),,    43.   0.  0. 0 ,    43.   0.  0. 0 ,860,860,"7,017,170","7,017,170",0,18.003,2,16
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,439689,QTELA UBI MIX 45 GR ROASTED CORN (1X30),,    99.  27.  0. 0 ,    98.  27.  0. 0 ,"2,997","2,967","15,994,390","15,834,286",0,52.004,2,13
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,439639,MAXICORN 130 GR BBQ (1X20),,   236.   0.  0. 0 ,   236.   0.  0. 0 ,"4,720","4,720","33,400,372","33,400,372",0,132.000,2,12
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,439638,MAXICORN 130 GR JAGUNG BAKAR (1X20),,     3.   7.  0. 0 ,     2.  17.  0. 0 ,67,57,"474,115","403,352",0,55.018,0,0
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,439609,CHIKI BALL 50 GR COKLAT (1X30),,     0.  23.  0. 0 ,     0.  13.  0. 0 ,23,13,"96,218","54,384",0,114.008,0,0
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,439608,CHIKI BALL 50 GR KEJU (1X30),,   127.  21.  0. 0 ,   124.  11.  0. 0 ,"3,831","3,731","16,026,490","15,608,153",0,86.019,1,10
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,439317,QTELA SINGKONG 20 GR BALADO RENCENG (1X60),,   192.   0.  0. 0 ,   179.   0.  0. 0 ,"11,520","10,740","17,399,002","16,220,944",0,46.054,4,28
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,439191,CHITATO 62 GR RENDANG SAPI (1X30),,   133.  13.  0. 0 ,   133.   3.  0. 0 ,"4,003","3,993","29,750,176","29,675,856",0,37.002,4,25
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,439164,JETZ 50 GR COKLAT CROISSANT (1X30),,    60.  19.  0. 0 ,    60.   9.  0. 0 ,"1,819","1,809","8,278,942","8,233,428",0,29.006,2,14
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,439163,JETZ 15 GR COKLAT CROISSANT RENCENG (1X60),,   598.  20.  0. 0 ,   585.  20.  0. 0 ,"35,900","35,120","48,734,968","47,676,102",0,64.016,9,64
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,438805,CHITATO LITE 68 GR SOUR CREAM ONION (1X30),,   145.   0.  0. 0 ,   145.   0.  0. 0 ,"4,350","4,350","31,661,475","31,661,475",0,5.021,25,176
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,438804,CHITATO LITE 65 GR SALMON TERIYAKI (1X30),,   148.  23.  0. 0 ,   148.  23.  0. 0 ,"4,463","4,463","32,483,812","32,483,812",0,20.029,7,49
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,438803,CHITATO LITE 65 GR AYAM BAWANG (1X30),,   158.  17.  0. 0 ,   158.   7.  0. 0 ,"4,757","4,747","35,353,881","35,279,562",0,65.010,2,17
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,438802,CHITATO LITE 65 GR RUMPUT LAUT (1X30),,   640.  21.  0. 0 ,   637.  11.  0. 0 ,"19,221","19,121","139,900,049","139,172,199",0,388.024,2,11
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,438800,CHITATO 65 GR SAPI BUMBU BAKAR (1X30) NEW,,   124.   5.  0. 0 ,   124.   5.  0. 0 ,"3,725","3,725","27,112,301","27,112,301",0,25.016,5,34
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,438799,CHITATO 65 GR AYAM BUMBU (1X30) NEW,,    25.   7.  0. 0 ,    25.   7.  0. 0 ,757,757,"5,509,802","5,509,802",0,39.011,1,4
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,438797,CHITATO 65 GR RASA ASLI (1X30) NEW,,    10.  22.  0. 0 ,    10.  22.  0. 0 ,322,322,"2,343,667","2,343,667",0,6.027,2,11
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,438796,CHITATO 65 GR KEJU SUPREME (1X30) NEW,,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"7,278","7,278",0,35.011,0,0
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,438795,CHITATO 65 GR FRIED NODLE (1X30) NEW,,   284.  17.  0. 0 ,   281.  27.  0. 0 ,"8,537","8,457","62,136,298","61,554,021",0,102.018,3,19
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,438794,CHITATO 65 GR SAPI PANGGANG (1X30) NEW,,   147.  23.  0. 0 ,   142.  13.  0. 0 ,"4,433","4,273","32,265,458","31,100,902",0,320.000,0,3
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,438603,JETZ TORTILLA 20 GR BBQ (1X66),,   553.   9.  0. 0 ,   548.   9.  0. 0 ,"36,507","36,177","45,053,654","44,646,397",0,20.017,27,189
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,438484,CHIKI TWIST 120 GR JAGUNG BAKAR (1X12),,    44.   1.  0. 0 ,    44.   1.  0. 0 ,529,529,"3,458,777","3,458,777",0,82.002,1,4
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,438445,CHIKI POPCORN 72GR SALTED CARAMEL (1X24),,     4.  11.  0. 0 ,     3.  19.  0. 0 ,107,91,"989,126","841,219",0,44.018,0,1
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,438428,CHITATO 65 GR WAVY BEEF MALA (1X30),,    41.  27.  0. 0 ,    41.  27.  0. 0 ,"1,257","1,257","9,341,999","9,341,999",0,19.002,2,15
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,438426,JETZ TORTILLA 140 GR JAGUNG BAKAR (1X20),,   154.   1.  0. 0 ,   154.   1.  0. 0 ,"3,081","3,081","19,918,665","19,918,665",0,82.003,2,13
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,437801,CHITATO LITE 110 GR CRUNCH UP KEJU (1X14),,     0.  10.  0. 0 ,     0.   5.  0. 0 ,10,5,"178,368","89,184",0,33.007,0,0
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,437800,CHITATO LITE 110 GR CRUNCH UP ORI (1X14),,   147.   0.  0. 0 ,   146.   9.  0. 0 ,"2,058","2,053","36,708,114","36,618,930",0,33.001,4,31
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,437786,CHIKI TWIST 20 GR JAGUNG BAKAR PDS MNS (1X60),,    69.  17.  0. 0 ,    68.  17.  0. 0 ,"4,157","4,097","5,643,211","5,561,759",0,4.007,17,117
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,437652,QTELA TEMPE 100 GR OREK (1X20),,    29.  10.  0. 0 ,    29.  10.  0. 0 ,590,590,"8,939,710","8,939,710",0,4.017,6,42
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,437651,QTELA SINGKONG 175 GR ORIGINAL (1X12),,   122.   5.  0. 0 ,   121.   5.  0. 0 ,"1,469","1,457","15,550,584","15,423,554",0,135.006,1,6
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,437650,QTELA SINGKONG 175 GR BBQ (1X12),,     0.   4.  0. 0 ,     0.   4.  0. 0 ,4,4,"42,343","42,343",0,208.010,0,0
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,437647,CHIKI TWIST 65 GR JAGUNG BAKAR PEDAS MANIS (1X30),,     3.  11.  0. 0 ,     3.  11.  0. 0 ,101,101,"412,992","412,992",0,5.013,1,4
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,437632,CHITATO LITE 115 GR RUMPUT LAUT (1X18),,   744.  14.  0. 0 ,   744.  14.  0. 0 ,"13,406","13,406","146,362,284","146,362,284",0,383.017,2,13
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,437631,CHITATO 115 GR SAPI PANGGANG (1X18),,     0.  12.  0. 0 ,     0.  12.  0. 0 ,12,12,"131,012","131,012",0,292.005,0,0
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,437630,CHIKI TWIST 70 GR KEJU DUO (1X30),,    14.  16.  0. 0 ,    14.  16.  0. 0 ,436,436,"1,782,826","1,782,826",0,5.015,3,18
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,437501,CHITATO LITE 65 GR GRILLED PRIME RIBS (1X30),,   131.  16.  0. 0 ,   131.  16.  0. 0 ,"3,946","3,946","29,326,711","29,326,711",0,6.009,21,144
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,436739,QTELA SINGKONG 20 GR BBQ RENCENG (1X60),,  1310.  30.  0. 0 ,  1284.   0.  0. 0 ,"78,630","77,040","116,303,992","113,952,175",0,375.021,3,24
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,435728,MAXICORN 140 GR KEJU NACHO (1X20),,    13.   7.  0. 0 ,    12.   7.  0. 0 ,267,247,"1,889,372","1,747,846",0,94.003,0,1
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,435629,JETZ STICK 18 GR COKLAT FIESTA RENCENG (1X60),,   731.  40.  0. 0 ,   377.  40.  0. 0 ,"43,900","22,660","58,364,172","30,126,017",0,380.004,2,13
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,433951.,CHIKI TWIST 75 GR FLAMING HOT (1X30),,    84.   6.  0. 0 ,    84.   6.  0. 0 ,"2,526","2,526","10,328,890","10,328,890",0,1.021,50,341
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,431533,CHIKI BALL 16 GR AYAM RENCENG (1X60),,   301.  39.  0. 0 ,   193.  39.  0. 0 ,"18,099","11,619","24,062,259","15,447,228",0,77.056,4,27
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,431532,CHIKI BALL 16 GR KEJU RENCENG (1X60),,    73.   0.  0. 0 ,,"4,380",0,"5,823,122",0,0,71.023,1,7
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,431531,CHIKI BALL 16 GR COKLAT RENCENG (1X60),,   420.  50.  0. 0 ,   108.  50.  0. 0 ,"25,250","6,530","33,569,370","8,681,504",0,92.036,5,31
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,431530,CHIKI TWIST 22.5 GR JAGUNG BAKAR (1X60) RENCENG,,    50.  20.  0. 0 ,    47.  20.  0. 0 ,"3,020","2,840","4,015,030","3,775,723",0,22.051,2,15
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,431529,CHITATO LITE 18.5 GR RUMPUT LAUT (1X60),,  1257.  59.  0. 0 ,   156.  50.  0. 0 ,"75,479","9,410","151,029,705","18,828,940",0,480.039,3,18
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,431528,CHITATO 19.5 GR WAVY SAPI PANGGANG (1X60),,   755.   0.  0. 0 ,    27.  30.  0. 0 ,"45,300","1,650","90,643,035","3,301,568",0,472.026,2,11
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,431363,MAXICORN 20 GR JAGUNG BAKAR RENCENG (1X60),,   371.  16.  0. 0 ,   351.  46.  0. 0 ,"22,276","21,106","33,134,436","31,394,120",0,119.016,3,22
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,430582,JETZ STICK 40 GR COKLAT FIESTA (1X40),,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"2,475","2,475",0,33.034,0,0
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,420378,CHIKI PUFF 60 GR KEJU (1X30),,     0.   2.  0. 0 ,     0.   2.  0. 0 ,2,2,"8,009","8,009",0,55.023,0,0
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,420374,CHIKI TWIST 75 GR JAGUNG BAKAR (1X30),,    52.   0.  0. 0 ,    52.   0.  0. 0 ,"1,560","1,560","6,247,129","6,247,129",0,77.018,1,5
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,420373,CHIKI TWIST 40 GR JAGUNG BAKAR (1X40),,     1.  30.  0. 0 ,     1.  30.  0. 0 ,70,70,"173,270","173,270",0,4.012,0,3
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,420288,MAXICORN 140 GR HOT & SPICY (1X20),,   106.  15.  0. 0 ,   106.   5.  0. 0 ,"2,135","2,125","15,426,443","15,354,188",0,16.011,6,45
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,420285,MAXICORN 55 GR BBQ (1X40),,    91.  10.  0. 0 ,    91.  10.  0. 0 ,"3,650","3,650","12,237,173","12,237,173",0,16.039,5,37
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,420283,MAXICORN 55 GR JAGUNG BAKAR (1X40),,     1.   2.  0. 0 ,     0.   2.  0. 0 ,42,2,"140,811","6,705",0,51.028,0,0
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,420024,CHITATO LITE 68 GR SALMON TERIYAKI (1X30),,     0.   2.  0. 0 ,     0.   2.  0. 0 ,2,2,"14,557","14,557",0,5.009,0,0
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,419717,CHITATO LITE 65 GR ABURI SEAWEED (1X30),,     9.   0.  0. 0 ,     9.   0.  0. 0 ,270,270,"1,965,187","1,965,187",0,32.019,0,2
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,419715,CHITATO LITE 168 GR RUMPUT LAUT (1X12),,    80.   7.  0. 0 ,    79.   7.  0. 0 ,967,955,"16,870,282","16,660,930",0,21.008,4,26
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,419711,CHITATO LITE 35 GR RUMPUT LAUT (1X40),,   783.  16.  0. 0 ,   778.  16.  0. 0 ,"31,336","31,136","127,739,010","126,923,724",0,306.037,3,18
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,408514,CHIKI BALL 200 GR COKLAT (1X12),,    75.   2.  0. 0 ,    75.   2.  0. 0 ,902,902,"13,132,516","13,132,516",0,65.009,1,8
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,408513,CHIKI BALL 200 GR KEJU (1X12),,    13.  11.  0. 0 ,    13.  11.  0. 0 ,167,167,"2,431,408","2,431,408",0,16.011,1,6
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,178267,QTELA TEMPE 55 GR CABE RAWIT (1X30),CTN - PCS,    55.   0.  0. 0 ,    52.   0.  0. 0 ,"1,650","1,560","8,623,841","8,153,449",0,203.004,0,2
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,150212,CHITATO 35 GR SAPI BUMBU BAKAR (1X40) NEW,,     7.   5.  0. 0 ,     6.   5.  0. 0 ,285,245,"1,161,783","998,725",0,0.035,8,56
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,150205,CHITATO 35 GR AYAM BUMBU (1X40) NEW,,     9.  34.  0. 0 ,     9.  34.  0. 0 ,394,394,"1,606,121","1,606,121",0,1.009,8,55
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,150202,CHITATO 35 GR SAPI PANGGANG (1X40) NEW,,  1117.  33.  0. 0 ,  1111.  13.  0. 0 ,"44,713","44,453","182,269,415","181,209,543",0,243.035,5,32
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,109954,QTELA SINGKONG 60 GR BALADO (1X30),CTN - PCS,   514.  15.  0. 0 ,   513.  15.  0. 0 ,"15,435","15,405","65,667,744","65,540,110",0,73.023,7,48
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,109952,QTELA SINGKONG 60 GR ORIGINAL (1X30),CTN - PCS,   471.  19.  0. 0 ,   470.  19.  0. 0 ,"14,149","14,119","60,196,496","60,068,862",0,59.028,8,54
117,PT. INDOFOOD FRITOLAY MAKMUR,201001,GUDANG UTAMA,201R01,RAK UTAMA,109950,QTELA SINGKONG 60 GR BBQ (1X30),CTN - PCS,   288.   8.  0. 0 ,   284.  28.  0. 0 ,"8,648","8,548","36,792,657","36,367,210",0,126.007,2,16
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGWSFG.0010,KG ONE-ONE SNACK RASA TAPPOKI 50G (1X20),,     2.   8.  0. 0 ,     2.   8.  0. 0 ,48,48,"243,977","243,977",0,0.004,12,96
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGWSFG.0008,KG ONE-ONE SNACK RASA BULGOGI 50G (1X20),,     3.   0.  0. 0 ,     3.   0.  0. 0 ,60,60,"304,971","304,971",0,0.004,15,120
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGWSFF.0003,KG WAFER STICK 500G CHOCOLATE (1X6),,     2.   3.  0. 0 ,     2.   3.  0. 0 ,15,15,"418,107","418,107",0,.,0,0
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGWFFJ.0008.,KG WAFER GRAND CLASSIC CHOCOLATE 18G (1X20X10),,     2.  10.  0. 0 ,     0.  10.  0. 0 ,500,100,"352,255","70,451",0,199.038,0,0
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGWFFJ.0006,KG WAFER CLASSIC COKLAT 350G (1X12),,   139.  11.  0. 0 ,   138.  11.  0. 0 ,"1,679","1,667","28,217,828","28,016,152",0,29.005,5,33
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGWFFJ.0002,KG WAFERS CREAM COCONUT 240G (1X24),,     7.  18.  0. 0 ,     7.  18.  0. 0 ,186,186,"1,982,319","1,982,319",0,0.009,21,140
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGWFFJ.0001,KG WAFERS CREAM 240G CHOCOLATE (1X24),,     5.  15.  0. 0 ,     5.  15.  0. 0 ,135,135,"1,438,780","1,438,780",0,1.002,5,36
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGCKFO.0012,KG OZLO SHORTBREAD 85G (1X30),,    19.   4.  0. 0 ,    19.   4.  0. 0 ,574,574,"4,705,767","4,705,767",0,.,0,0
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGCKFO.0011,KG OZLO CHOCOLATE COOKIES 24G (1X6X10) RCG,,    12.   1.  0. 0 ,    12.   1.  0. 0 ,730,730,"1,047,316","1,047,316",0,0.031,24,165
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGBCFB.0119,KG SUPERCO GANDUM 125G (1X30) PAK,,    46.  28.  0. 0 ,    46.  28.  0. 0 ,"1,408","1,408","8,541,871","8,541,871",0,0.002,704,4224
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGBCFB.0116,KG MALKIST CRAKERS 125G (1X20),,     1.   4.  0. 0 ,     1.   4.  0. 0 ,24,24,"137,730","137,730",0,1.008,1,6
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGBCFB.0115,KG MALKISTKELAPA 125G (1X20),,    14.  13.  0. 0 ,    14.  13.  0. 0 ,293,293,"1,777,528","1,777,528",0,0.009,33,220
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGBCFB.0114,KG MALKIST ABON SAPI 125G (1X20),,     6.   8.  0. 0 ,     6.   8.  0. 0 ,128,128,"776,531","776,531",0,1.004,5,37
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGBCFB.0113,KG SUPERCO LEMON 18G (1X12X10) RCG,,   101.   7.  0. 0 ,   100.   7.  0. 0 ,"12,190","12,070","8,494,480","8,410,859",0,18.010,6,39
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGBCFB.0110,KG SUPERCO 18G (1X12X10) RCG,,  2104.   4.  0. 0 ,  2085.   4.  0. 0 ,"252,520","250,240","177,900,340","176,294,080",0,561.001,4,26
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGBCFB.0108,KG MALKIST CRACKERS 21G (1X12X10) RCG,,    36.   8.  0. 0 ,    36.   8.  0. 0 ,"4,400","4,400","3,066,140","3,066,140",0,2.027,16,114
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGBCFB.0107,KG MALKIST ABON SAPI 21G (1X12X10) RCG,,    36.   8.  0. 0 ,    36.   8.  0. 0 ,"4,400","4,400","3,066,140","3,066,140",0,2.054,15,104
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGBCFB.0106,KG MALKIST KELAPA 21G (1X12X10) RCG,,    45.  10.  0. 0 ,    45.  10.  0. 0 ,"5,500","5,500","3,832,620","3,832,620",0,0.114,48,335
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGBCFB.0105,KG LA COCO CHOCOLATE 15G (1X12X10) RCG,,     7.   2.  0. 0 ,     7.   2.  0. 0 ,860,860,"528,788","528,788",0,1.091,4,28
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGBCFB.0104,KG SUPERCO GANDUM 14G (1X12X10) RCG,,   186.   2.  0. 0 ,   185.   2.  0. 0 ,"22,340","22,220","12,820,479","12,751,614",0,10.002,19,129
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGBCFB.0096,KG MALKIST SALUT COKLAT 100G (1X20),,     6.   8.  0. 0 ,     6.   8.  0. 0 ,128,128,"713,568","713,568",0,1.001,6,43
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGBCFB.0095,KG GABIN COKELAT 16G (1X12X10) RCG,,    23.   0.  0. 0 ,    23.   0.  0. 0 ,"2,760","2,760","1,923,306","1,923,306",0,2.045,10,67
120,PT. KHONG GUAN BISCUIT FACTORY INDONESIA LTD,201001,GUDANG UTAMA,201R01,RAK UTAMA,FGBCFB.0092,KG SUPERCO 33G (1X6X10) RCG,,     8.   4.  0. 0 ,     7.   4.  0. 0 ,520,460,"724,724","641,102",0,5.055,1,10
